rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,id,subj,source_file
17487,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",0,html-button-response,1,2.1.0,24180,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,,,uy7da0ck95.csv
57528,,"{""natural"":""2"",""mobile"":""2"",""manipulability"":""6"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""1""}",survey-html-form,2,2.1.0,81711,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,15.0,instrument,uy7da0ck95.csv
44921,,"{""natural"":""1"",""mobile"":""4"",""manipulability"":""6"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,3,2.1.0,126634,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,1.0,instrument,uy7da0ck95.csv
31219,,"{""natural"":""5"",""mobile"":""2"",""manipulability"":""6"",""volition"":""2"",""sentient"":""2"",""potent"":""1"",""instigation"":""4""}",survey-html-form,4,2.1.0,157856,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,5.0,instrument,uy7da0ck95.csv
26472,,"{""natural"":""2"",""mobile"":""2"",""manipulability"":""7"",""volition"":""2"",""sentient"":""2"",""potent"":""1"",""instigation"":""5""}",survey-html-form,5,2.1.0,184330,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,9.0,instrument,uy7da0ck95.csv
38961,,"{""natural"":""6"",""mobile"":""7"",""manipulability"":""4"",""volition"":""5"",""sentient"":""6"",""potent"":""5"",""instigation"":""5""}",survey-html-form,6,2.1.0,223293,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,22.0,human,uy7da0ck95.csv
36292,,"{""natural"":""5"",""mobile"":""6"",""manipulability"":""3"",""volition"":""5"",""sentient"":""6"",""potent"":""6"",""instigation"":""5""}",survey-html-form,7,2.1.0,259587,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,8.0,human,uy7da0ck95.csv
35822,,"{""natural"":""3"",""mobile"":""5"",""manipulability"":""6"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""5""}",survey-html-form,8,2.1.0,295412,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,11.0,instrument,uy7da0ck95.csv
33187,,"{""natural"":""3"",""mobile"":""6"",""manipulability"":""6"",""volition"":""2"",""sentient"":""1"",""potent"":""1"",""instigation"":""3""}",survey-html-form,9,2.1.0,328601,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,7.0,instrument,uy7da0ck95.csv
27917,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""4"",""volition"":""5"",""sentient"":""6"",""potent"":""6"",""instigation"":""6""}",survey-html-form,10,2.1.0,356520,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,2.0,human,uy7da0ck95.csv
51895,,"{""natural"":""7"",""mobile"":""6"",""manipulability"":""4"",""volition"":""3"",""sentient"":""5"",""potent"":""6"",""instigation"":""3""}",survey-html-form,11,2.1.0,408417,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,18.0,human,uy7da0ck95.csv
163176,,"{""natural"":""2"",""mobile"":""5"",""manipulability"":""6"",""volition"":""1"",""sentient"":""1"",""potent"":""5"",""instigation"":""2""}",survey-html-form,12,2.1.0,571595,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,25.0,instrument,uy7da0ck95.csv
25952,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""3"",""volition"":""3"",""sentient"":""6"",""potent"":""6"",""instigation"":""6""}",survey-html-form,13,2.1.0,597549,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,10.0,human,uy7da0ck95.csv
26262,,"{""natural"":""5"",""mobile"":""2"",""manipulability"":""7"",""volition"":""2"",""sentient"":""1"",""potent"":""2"",""instigation"":""5""}",survey-html-form,14,2.1.0,623813,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,3.0,instrument,uy7da0ck95.csv
36344,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""3"",""volition"":""2"",""sentient"":""6"",""potent"":""6"",""instigation"":""5""}",survey-html-form,15,2.1.0,660159,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,4.0,human,uy7da0ck95.csv
90405,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""3"",""volition"":""3"",""sentient"":""6"",""potent"":""6"",""instigation"":""4""}",survey-html-form,16,2.1.0,750566,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,12.0,human,uy7da0ck95.csv
27450,,"{""natural"":""2"",""mobile"":""2"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""1"",""instigation"":""2""}",survey-html-form,17,2.1.0,778018,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,13.0,instrument,uy7da0ck95.csv
23596,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""3"",""volition"":""3"",""sentient"":""6"",""potent"":""6"",""instigation"":""5""}",survey-html-form,18,2.1.0,801615,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,16.0,human,uy7da0ck95.csv
45746,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""3"",""volition"":""3"",""sentient"":""3"",""potent"":""6"",""instigation"":""4""}",survey-html-form,19,2.1.0,847363,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,14.0,human,uy7da0ck95.csv
29043,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""4"",""volition"":""3"",""sentient"":""3"",""potent"":""2"",""instigation"":""6""}",survey-html-form,20,2.1.0,876408,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,26.0,human,uy7da0ck95.csv
28940,,"{""natural"":""5"",""mobile"":""2"",""manipulability"":""6"",""volition"":""5"",""sentient"":""5"",""potent"":""5"",""instigation"":""5""}",survey-html-form,21,2.1.0,905350,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,21.0,instrument,uy7da0ck95.csv
22874,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""3"",""volition"":""3"",""sentient"":""5"",""potent"":""6"",""instigation"":""4""}",survey-html-form,22,2.1.0,928226,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,20.0,human,uy7da0ck95.csv
31790,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""4"",""volition"":""3"",""sentient"":""3"",""potent"":""6"",""instigation"":""5""}",survey-html-form,23,2.1.0,960018,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,6.0,human,uy7da0ck95.csv
28825,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""2"",""volition"":""5"",""sentient"":""3"",""potent"":""6"",""instigation"":""6""}",survey-html-form,24,2.1.0,988845,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,23.0,instrument,uy7da0ck95.csv
24813,,"{""natural"":""3"",""mobile"":""3"",""manipulability"":""6"",""volition"":""5"",""sentient"":""5"",""potent"":""5"",""instigation"":""5""}",survey-html-form,25,2.1.0,1013660,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,17.0,instrument,uy7da0ck95.csv
43932,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""3"",""volition"":""3"",""sentient"":""5"",""potent"":""2"",""instigation"":""3""}",survey-html-form,26,2.1.0,1057594,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,24.0,human,uy7da0ck95.csv
31611,,"{""natural"":""6"",""mobile"":""3"",""manipulability"":""6"",""volition"":""5"",""sentient"":""5"",""potent"":""5"",""instigation"":""6""}",survey-html-form,27,2.1.0,1089206,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,19.0,instrument,uy7da0ck95.csv
5649,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",0,html-button-response,28,2.1.0,1094856,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,,,uy7da0ck95.csv
98530,,"{""understood"":true,""age"":77,""gender"":""Male"",""ethnicity"":""Caucasian"",""languages"":""English"",""topic"":""understanding of different sentences"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""comments"":""all good"",""question1"":null}",survey,29,3.0.0,1193552,651eea44194fa8c200606af7,6980c7c83940647eb7aa7467,6980d08a77a5af234638bdf0,,,uy7da0ck95.csv
42239,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",0,html-button-response,0,2.1.0,42251,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,,,x9oxkc4f1y.csv
22166,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",0,html-button-response,1,2.1.0,64419,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,,,x9oxkc4f1y.csv
62368,,"{""natural"":""6"",""mobile"":""7"",""manipulability"":""4"",""volition"":""6"",""sentient"":""5"",""potent"":""4"",""instigation"":""4""}",survey-html-form,2,2.1.0,126789,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,23.0,human,x9oxkc4f1y.csv
39106,,"{""natural"":""2"",""mobile"":""7"",""manipulability"":""5"",""volition"":""4"",""sentient"":""4"",""potent"":""4"",""instigation"":""6""}",survey-html-form,3,2.1.0,165895,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,19.0,human,x9oxkc4f1y.csv
48293,,"{""natural"":""3"",""mobile"":""4"",""manipulability"":""4"",""volition"":""6"",""sentient"":""5"",""potent"":""3"",""instigation"":""7""}",survey-html-form,4,2.1.0,214188,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,21.0,human,x9oxkc4f1y.csv
33422,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""7"",""volition"":""2"",""sentient"":""1"",""potent"":""7"",""instigation"":""7""}",survey-html-form,5,2.1.0,247611,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,20.0,instrument,x9oxkc4f1y.csv
25170,,"{""natural"":""6"",""mobile"":""1"",""manipulability"":""7"",""volition"":""1"",""sentient"":""1"",""potent"":""6"",""instigation"":""6""}",survey-html-form,6,2.1.0,272782,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,14.0,instrument,x9oxkc4f1y.csv
39141,,"{""natural"":""5"",""mobile"":""4"",""manipulability"":""5"",""volition"":""3"",""sentient"":""2"",""potent"":""2"",""instigation"":""5""}",survey-html-form,7,2.1.0,311924,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,16.0,instrument,x9oxkc4f1y.csv
26071,,"{""natural"":""5"",""mobile"":""3"",""manipulability"":""6"",""volition"":""2"",""sentient"":""2"",""potent"":""2"",""instigation"":""5""}",survey-html-form,8,2.1.0,337996,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,8.0,instrument,x9oxkc4f1y.csv
42211,,"{""natural"":""3"",""mobile"":""5"",""manipulability"":""2"",""volition"":""5"",""sentient"":""7"",""potent"":""4"",""instigation"":""6""}",survey-html-form,9,2.1.0,380207,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,7.0,human,x9oxkc4f1y.csv
25420,,"{""natural"":""6"",""mobile"":""4"",""manipulability"":""6"",""volition"":""2"",""sentient"":""2"",""potent"":""2"",""instigation"":""6""}",survey-html-form,10,2.1.0,405628,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,6.0,instrument,x9oxkc4f1y.csv
25603,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""6"",""volition"":""2"",""sentient"":""2"",""potent"":""7"",""instigation"":""6""}",survey-html-form,11,2.1.0,431232,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,10.0,instrument,x9oxkc4f1y.csv
30905,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""2"",""volition"":""6"",""sentient"":""6"",""potent"":""4"",""instigation"":""7""}",survey-html-form,12,2.1.0,462138,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,25.0,human,x9oxkc4f1y.csv
31072,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""2"",""volition"":""6"",""sentient"":""6"",""potent"":""6"",""instigation"":""6""}",survey-html-form,13,2.1.0,493212,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,5.0,human,x9oxkc4f1y.csv
25803,,"{""natural"":""5"",""mobile"":""2"",""manipulability"":""7"",""volition"":""6"",""sentient"":""2"",""potent"":""6"",""instigation"":""7""}",survey-html-form,14,2.1.0,519016,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,24.0,instrument,x9oxkc4f1y.csv
23402,,"{""natural"":""3"",""mobile"":""2"",""manipulability"":""6"",""volition"":""2"",""sentient"":""2"",""potent"":""2"",""instigation"":""5""}",survey-html-form,15,2.1.0,542419,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,2.0,instrument,x9oxkc4f1y.csv
33874,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""4"",""volition"":""5"",""sentient"":""6"",""potent"":""6"",""instigation"":""6""}",survey-html-form,16,2.1.0,576293,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,13.0,human,x9oxkc4f1y.csv
17902,,"{""natural"":""5"",""mobile"":""6"",""manipulability"":""2"",""volition"":""6"",""sentient"":""6"",""potent"":""6"",""instigation"":""6""}",survey-html-form,17,2.1.0,594196,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,17.0,human,x9oxkc4f1y.csv
15502,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""6"",""volition"":""2"",""sentient"":""2"",""potent"":""5"",""instigation"":""6""}",survey-html-form,18,2.1.0,609699,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,18.0,instrument,x9oxkc4f1y.csv
24051,,"{""natural"":""3"",""mobile"":""2"",""manipulability"":""6"",""volition"":""2"",""sentient"":""2"",""potent"":""3"",""instigation"":""6""}",survey-html-form,19,2.1.0,633751,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,12.0,instrument,x9oxkc4f1y.csv
22336,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""2"",""volition"":""5"",""sentient"":""6"",""potent"":""5"",""instigation"":""6""}",survey-html-form,20,2.1.0,656089,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,3.0,human,x9oxkc4f1y.csv
28754,,"{""natural"":""2"",""mobile"":""6"",""manipulability"":""3"",""volition"":""6"",""sentient"":""6"",""potent"":""6"",""instigation"":""6""}",survey-html-form,21,2.1.0,684844,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,9.0,human,x9oxkc4f1y.csv
23455,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""6"",""volition"":""4"",""sentient"":""2"",""potent"":""6"",""instigation"":""6""}",survey-html-form,22,2.1.0,708299,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,26.0,instrument,x9oxkc4f1y.csv
35240,,"{""natural"":""3"",""mobile"":""6"",""manipulability"":""2"",""volition"":""5"",""sentient"":""6"",""potent"":""5"",""instigation"":""6""}",survey-html-form,23,2.1.0,743539,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,11.0,human,x9oxkc4f1y.csv
84451,,"{""natural"":""4"",""mobile"":""4"",""manipulability"":""6"",""volition"":""5"",""sentient"":""2"",""potent"":""5"",""instigation"":""5""}",survey-html-form,24,2.1.0,827989,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,4.0,instrument,x9oxkc4f1y.csv
21119,,"{""natural"":""6"",""mobile"":""6"",""manipulability"":""3"",""volition"":""6"",""sentient"":""6"",""potent"":""6"",""instigation"":""6""}",survey-html-form,25,2.1.0,849109,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,1.0,human,x9oxkc4f1y.csv
34072,,"{""natural"":""2"",""mobile"":""2"",""manipulability"":""6"",""volition"":""2"",""sentient"":""2"",""potent"":""5"",""instigation"":""6""}",survey-html-form,26,2.1.0,883183,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,22.0,instrument,x9oxkc4f1y.csv
29137,,"{""natural"":""5"",""mobile"":""6"",""manipulability"":""2"",""volition"":""5"",""sentient"":""6"",""potent"":""4"",""instigation"":""6""}",survey-html-form,27,2.1.0,912321,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,15.0,human,x9oxkc4f1y.csv
6165,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>You have completed the rating trials. Next, you will be directed to an optional survey.</p>
        <p>Please answer any of the questions on the next page that you are comfortable answering. After seeing the survey, you will be able to end the experiment.</p>
        <p>Click ‘Continue’ to proceed to the survey.</p>
    </div>
    ",0,html-button-response,28,2.1.0,918487,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,,,x9oxkc4f1y.csv
110272,,"{""understood"":true,""age"":27,""gender"":""Female"",""ethnicity"":""white, hispanic"",""languages"":""English"",""topic"":""whether certain sentences sounded natural or not and how it correlated with the questions that were asked"",""enjoy"":""Average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",survey,29,3.0.0,1028901,695bf4a038e852c6d3e5f881,6980c7c83940647eb7aa7467,6980cf9709e09e779e996f16,,,x9oxkc4f1y.csv
2710,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study on language perception. Its purpose is to help us understand what factors influence sentence construction. In the study, you will read a list of sentences and use rating scales to experess your opinions about the events described by each sentence. Following this, you will have the opportunity to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188 or grcbrown@stanford.edu. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu.</p> 
            <p>Please save or print a copy of this page for your records</p>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",0,html-button-response,0,2.1.0,2719,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,,,xuyezlzrhe.csv
6286,"
    <div class=""gen_ins""; style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>During this study, you will see a series of sentences, presented one-by-one. Each sentence will describe an event. It will be followed by 7 statements. You must indicate on a scale how much you agree with each statement. Click along the rating scales to respond. There are a total of 26 trials, and this portion of the study is expected to take 15 minutes.</p>
        <p>After you complete this task, you will have the opportunity to complete an optional survey.</p>
        <p>If you understand the instructions and are ready to begin, click ‘Continue’.</p>
    </div>
    ",0,html-button-response,1,2.1.0,9008,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,,,xuyezlzrhe.csv
39656,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""3"",""volition"":""5"",""sentient"":""5"",""potent"":""5"",""instigation"":""5""}",survey-html-form,2,2.1.0,48667,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,17.0,human,xuyezlzrhe.csv
17232,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""3"",""volition"":""5"",""sentient"":""5"",""potent"":""5"",""instigation"":""5""}",survey-html-form,3,2.1.0,65903,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,3.0,human,xuyezlzrhe.csv
14770,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""7"",""volition"":""2"",""sentient"":""2"",""potent"":""2"",""instigation"":""3""}",survey-html-form,4,2.1.0,80675,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,26.0,instrument,xuyezlzrhe.csv
14817,,"{""natural"":""7"",""mobile"":""2"",""manipulability"":""7"",""volition"":""2"",""sentient"":""2"",""potent"":""2"",""instigation"":""2""}",survey-html-form,5,2.1.0,95494,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,14.0,instrument,xuyezlzrhe.csv
15379,,"{""natural"":""7"",""mobile"":""2"",""manipulability"":""7"",""volition"":""2"",""sentient"":""2"",""potent"":""2"",""instigation"":""2""}",survey-html-form,6,2.1.0,110874,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,6.0,instrument,xuyezlzrhe.csv
10208,,"{""natural"":""7"",""mobile"":""2"",""manipulability"":""7"",""volition"":""2"",""sentient"":""2"",""potent"":""2"",""instigation"":""2""}",survey-html-form,7,2.1.0,121085,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,22.0,instrument,xuyezlzrhe.csv
23656,,"{""natural"":""3"",""mobile"":""2"",""manipulability"":""7"",""volition"":""2"",""sentient"":""2"",""potent"":""2"",""instigation"":""2""}",survey-html-form,8,2.1.0,144743,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,4.0,instrument,xuyezlzrhe.csv
14235,,"{""natural"":""3"",""mobile"":""2"",""manipulability"":""7"",""volition"":""2"",""sentient"":""2"",""potent"":""2"",""instigation"":""2""}",survey-html-form,9,2.1.0,158980,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,10.0,instrument,xuyezlzrhe.csv
13636,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""6"",""sentient"":""6"",""potent"":""6"",""instigation"":""6""}",survey-html-form,10,2.1.0,172618,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,13.0,human,xuyezlzrhe.csv
14033,,"{""natural"":""7"",""mobile"":""7"",""manipulability"":""2"",""volition"":""6"",""sentient"":""6"",""potent"":""6"",""instigation"":""6""}",survey-html-form,11,2.1.0,186654,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,23.0,human,xuyezlzrhe.csv
11224,,"{""natural"":""6"",""mobile"":""2"",""manipulability"":""6"",""volition"":""2"",""sentient"":""2"",""potent"":""2"",""instigation"":""2""}",survey-html-form,12,2.1.0,197880,663cca6f32da191e05406d21,6980c7c83940647eb7aa7467,6980cf135a1b6612451e444d,20.0,instrument,xuyezlzrhe.csv
